S.N.,Broker No.,Broker Name,Buy Amount (Rs.),Sell Amount (Rs.),Total Amount (Rs.),Matching Amount (Rs.),Date
41,19,Nepal Investment & Securities Trading Pvt. Limited,"50,302,274.90","38,300,547.80","88,602,822.70","994,490.00",11/25/2021
42,3,Arun Securities Pvt. Limited,"27,465,797.80","51,877,200.90","79,342,998.70","203,940.00",11/25/2021
43,5,Market Securities Exchange Company Pvt. Limited,"59,685,951.20","18,760,261.60","78,446,212.80","125,220.00",11/25/2021
44,46,Kalika Securities Pvt.Limited,"33,040,800.80","42,043,793.10","75,084,593.90","1,167,900.00",11/25/2021
45,10,Pragyan Securities Pvt. Limited,"42,379,411.10","28,189,467.90","70,568,879.00","1,756,165.00",11/25/2021
46,40,Creative Securities Pvt.Limited,"26,141,536.00","41,812,648.00","67,954,184.00","2,007,781.00",11/25/2021
47,54,Sewa Securities Pvt. Ltd.,"30,629,947.20","33,147,184.20","63,777,131.40","474,956.00",11/25/2021
48,11,Malla & Malla Stock Broking Company Pvt. Limited,"31,378,667.00","24,721,775.80","56,100,442.80","117,740.00",11/25/2021
49,37,Swarnalaxmi Securities Pvt.Limited,"23,736,691.80","21,632,185.60","45,368,877.40","884,602.00",11/25/2021
50,18,Sagarmatha Securities Pvt. Limited,"19,833,497.30","10,194,729.10","30,028,226.40",0,11/25/2021
51,D01,Nagarik Stock Dealer Company Ltd.,"10,345,484.00","215,380.00","10,560,864.00",0,11/25/2021
1,42,Sani Securities Company Limited,"144,476,508.30","589,929,581.80","734,406,090.10","98,670,036.60",11/28/2021
2,58,Naasa Securities Co. Ltd.,"427,380,840.10","173,661,440.20","601,042,280.30","36,012,550.20",11/28/2021
3,45,Imperial Securities Co .Pvt.Limited,"126,584,759.60","168,259,258.70","294,844,018.30","13,286,711.00",11/28/2021
4,28,Shree Krishna Securities Limited,"105,800,976.14","155,683,369.50","261,484,345.64","5,047,231.80",11/28/2021
5,38,Dipshika Dhitopatra Karobar Co. Pvt.Limited,"136,120,056.10","116,178,292.10","252,298,348.20","10,028,086.20",11/28/2021
6,49,Online Securities Limited,"111,258,985.00","135,426,705.10","246,685,690.10","8,748,880.00",11/28/2021
7,34,Vision Securities Pvt.Limited,"153,158,775.20","84,605,026.74","237,763,801.94","4,984,161.00",11/28/2021
8,57,Arya Tara Investment And Securities Pvt. Ltd.,"113,765,595.30","104,593,212.90","218,358,808.20","6,344,758.20",11/28/2021
9,4,Stock Broker Opal Securities Investment Pvt. Limited,"117,621,622.50","96,185,738.05","213,807,360.55","915,100.00",11/28/2021
10,48,Trishakti Securities Public Limited,"119,548,835.30","68,438,710.20","187,987,545.50","3,091,954.00",11/28/2021
11,59,Deevyaa Securities & Stock House Pvt. Ltd,"115,941,373.10","59,732,071.60","175,673,444.70","8,025,154.00",11/28/2021
12,20,Sipla Securities Pvt. Limited,"78,639,542.80","87,534,594.20","166,174,137.00","2,385,220.00",11/28/2021
13,14,Nepal Stock House Pvt. Limited,"85,613,462.06","78,469,927.30","164,083,389.36","2,732,792.00",11/28/2021
14,35,Kohinoor Investment and Securities Pvt.Ltd,"100,058,044.40","61,675,422.30","161,733,466.70","1,305,292.00",11/28/2021
15,17,ABC Securities Pvt. Limited,"93,766,581.30","64,807,553.50","158,574,134.80","2,681,748.80",11/28/2021
16,43,South Asian Bulls Pvt.Limited,"94,990,153.20","60,454,629.70","155,444,782.90","1,635,396.80",11/28/2021
17,47,Neev Securities Pvt.Ltd,"48,263,730.20","104,118,842.20","152,382,572.40","1,873,406.00",11/28/2021
18,36,Secured Securities Limited,"65,077,904.80","79,742,887.45","144,820,792.25","3,097,448.00",11/28/2021
19,32,Premier Securites Company Limited,"81,148,232.90","62,314,167.90","143,462,400.80","7,127,306.00",11/28/2021
20,44,Dynamic Money Managers Securities Pvt.Ltd,"67,134,859.50","72,410,323.30","139,545,182.80","5,902,752.80",11/28/2021
21,41,Linch Stock Market Limited,"69,862,535.65","67,107,878.20","136,970,413.85","3,759,266.20",11/28/2021
22,3,Arun Securities Pvt. Limited,"35,496,322.50","93,701,285.90","129,197,608.40","403,542.00",11/28/2021
23,39,Sumeru Securities Pvt.Limited,"71,084,581.00","55,494,228.70","126,578,809.70","1,421,726.00",11/28/2021
24,33,Dakshinkali Investment Securities Pvt.Limited,"65,301,758.40","53,930,873.40","119,232,631.80","8,528,684.00",11/28/2021
25,50,Crystal Kanchenjunga Securities Pvt.Ltd,"63,768,310.60","54,755,864.90","118,524,175.50","958,491.00",11/28/2021
26,51,Oxford Securities Pvt.Ltd,"55,493,773.70","62,560,735.10","118,054,508.80","986,228.80",11/28/2021
27,16,Primo Securities Pvt. Limited,"46,252,307.90","69,334,904.20","115,587,212.10","4,704,627.60",11/28/2021
28,52,Sundhara Securities Limited,"70,261,005.40","43,676,270.43","113,937,275.83","1,286,258.00",11/28/2021
29,25,Sweta Securities Pvt. Limited,"67,331,296.80","46,150,541.40","113,481,838.20","1,469,553.20",11/28/2021
30,26,Asian Securities Pvt. Limited,"56,287,679.10","57,132,513.70","113,420,192.80","909,173.00",11/28/2021
31,6,Agrawal Securities Pvt. Limited,"57,388,558.50","55,363,475.60","112,752,034.10","1,412,622.00",11/28/2021
32,1,Kumari Securities Pvt. Limited,"56,813,676.60","51,675,322.20","108,488,998.80","2,073,447.80",11/28/2021
33,21,Midas Stock Broking Company Pvt. Limited,"56,726,549.90","51,297,956.60","108,024,506.50","971,944.40",11/28/2021
34,56,Sri Hari Securities Pvt.Ltd,"49,432,850.10","55,853,578.50","105,286,428.60","733,050.00",11/28/2021
35,22,Siprabi Securities Pvt. Limited,"47,996,057.75","48,616,472.06","96,612,529.81","3,067,341.20",11/28/2021
36,13,Thrive Brokerage House Pvt. Limited,"53,752,390.20","35,930,043.30","89,682,433.50","2,138,590.00",11/28/2021
37,29,Trishul Securities And Investment Limited,"47,775,620.40","38,201,598.50","85,977,218.90","703,940.00",11/28/2021
38,7,J.F. Securities Company Pvt. Limited,"52,739,292.40","31,410,199.30","84,149,491.70","649,770.00",11/28/2021
39,55,Bhrikuti Stock Broking Co. Pvt. Ltd.,"37,768,076.80","44,916,486.10","82,684,562.90","791,798.00",11/28/2021
40,19,Nepal Investment & Securities Trading Pvt. Limited,"39,884,526.80","42,473,743.68","82,358,270.48","2,591,615.00",11/28/2021
41,10,Pragyan Securities Pvt. Limited,"31,903,557.80","43,885,110.68","75,788,668.48","1,685,760.00",11/28/2021
42,8,Ashutosh Brokerage & Securities Pvt. Limited,"37,406,653.75","35,318,139.10","72,724,792.85","519,700.00",11/28/2021
43,46,Kalika Securities Pvt.Limited,"46,326,703.80","24,477,678.80","70,804,382.60","24,262.00",11/28/2021
44,53,Investment Management Nepal Pvt. Ltd.,"37,736,962.80","32,801,345.90","70,538,308.70","313,284.00",11/28/2021
45,40,Creative Securities Pvt.Limited,"35,690,490.15","22,960,024.40","58,650,514.55","114,400.00",11/28/2021
46,54,Sewa Securities Pvt. Ltd.,"20,549,450.13","35,666,525.90","56,215,976.03","17,186.00",11/28/2021
47,5,Market Securities Exchange Company Pvt. Limited,"15,710,850.70","39,277,258.75","54,988,109.45","433,800.00",11/28/2021
48,37,Swarnalaxmi Securities Pvt.Limited,"18,351,833.47","34,250,218.65","52,602,052.12","97,490.10",11/28/2021
49,11,Malla & Malla Stock Broking Company Pvt. Limited,"20,043,658.50","18,263,879.40","38,307,537.90","414,350.00",11/28/2021
50,18,Sagarmatha Securities Pvt. Limited,"21,348,096.00","13,499,252.31","34,847,348.31","2,980,400.00",11/28/2021
51,D01,Nagarik Stock Dealer Company Ltd.,"16,873,065.50","5,504,170.50","22,377,236.00",0,11/28/2021
1,42,Sani Securities Company Limited,"169,712,692.68","952,919,131.19","1,122,631,823.87","46,629,766.00",11/29/2021
2,58,Naasa Securities Co. Ltd.,"351,770,424.35","300,276,215.80","652,046,640.15","18,888,487.80",11/29/2021
3,49,Online Securities Limited,"203,620,787.20","288,473,597.94","492,094,385.14","34,903,256.40",11/29/2021
4,34,Vision Securities Pvt.Limited,"232,027,463.40","259,413,458.70","491,440,922.10","21,500,253.80",11/29/2021
5,45,Imperial Securities Co .Pvt.Limited,"292,962,736.10","185,375,984.60","478,338,720.70","26,059,363.20",11/29/2021
6,28,Shree Krishna Securities Limited,"225,463,207.56","185,700,777.26","411,163,984.82","13,889,291.00",11/29/2021
7,38,Dipshika Dhitopatra Karobar Co. Pvt.Limited,"199,797,635.00","201,761,764.40","401,559,399.40","16,601,421.80",11/29/2021
8,57,Arya Tara Investment And Securities Pvt. Ltd.,"218,651,876.50","145,880,525.40","364,532,401.90","8,776,104.20",11/29/2021
9,59,Deevyaa Securities & Stock House Pvt. Ltd,"188,463,908.85","101,399,173.86","289,863,082.71","2,697,870.80",11/29/2021
10,4,Stock Broker Opal Securities Investment Pvt. Limited,"126,255,732.50","158,541,477.90","284,797,210.40","11,851,492.00",11/29/2021
11,17,ABC Securities Pvt. Limited,"135,335,083.63","139,027,584.03","274,362,667.66","6,072,099.00",11/29/2021
12,14,Nepal Stock House Pvt. Limited,"157,390,210.46","112,071,968.90","269,462,179.36","5,654,636.60",11/29/2021
13,48,Trishakti Securities Public Limited,"113,787,988.80","143,628,387.10","257,416,375.90","5,301,212.20",11/29/2021
14,33,Dakshinkali Investment Securities Pvt.Limited,"94,588,798.60","158,393,552.30","252,982,350.90","5,686,432.60",11/29/2021
15,32,Premier Securites Company Limited,"179,797,942.16","72,253,388.90","252,051,331.06","3,657,289.00",11/29/2021
16,26,Asian Securities Pvt. Limited,"119,827,085.90","119,058,395.50","238,885,481.40","5,078,008.00",11/29/2021
17,16,Primo Securities Pvt. Limited,"125,222,944.90","107,392,161.80","232,615,106.70","2,656,668.00",11/29/2021
18,20,Sipla Securities Pvt. Limited,"95,613,982.00","133,662,743.10","229,276,725.10","4,249,720.00",11/29/2021
19,39,Sumeru Securities Pvt.Limited,"106,437,105.50","113,909,789.20","220,346,894.70","54,453,366.00",11/29/2021
20,44,Dynamic Money Managers Securities Pvt.Ltd,"88,577,465.80","129,734,922.70","218,312,388.50","6,749,858.00",11/29/2021
21,50,Crystal Kanchenjunga Securities Pvt.Ltd,"98,157,010.90","110,831,082.50","208,988,093.40","3,565,337.00",11/29/2021
22,35,Kohinoor Investment and Securities Pvt.Ltd,"136,331,908.39","69,523,479.46","205,855,387.85","2,633,200.00",11/29/2021
23,6,Agrawal Securities Pvt. Limited,"121,834,721.65","76,086,783.15","197,921,504.80","1,959,060.00",11/29/2021
24,36,Secured Securities Limited,"106,372,013.80","84,009,420.18","190,381,433.98","5,680,423.40",11/29/2021
25,43,South Asian Bulls Pvt.Limited,"84,041,884.10","105,373,994.00","189,415,878.10","2,229,194.00",11/29/2021
26,21,Midas Stock Broking Company Pvt. Limited,"101,586,194.90","84,073,900.46","185,660,095.36","2,240,324.20",11/29/2021
27,1,Kumari Securities Pvt. Limited,"111,403,655.20","68,147,876.30","179,551,531.50","5,865,381.80",11/29/2021
28,41,Linch Stock Market Limited,"103,672,006.40","68,736,560.40","172,408,566.80","3,360,414.00",11/29/2021
29,25,Sweta Securities Pvt. Limited,"88,954,880.48","78,322,518.50","167,277,398.98","1,849,830.00",11/29/2021
30,52,Sundhara Securities Limited,"99,288,793.70","64,362,011.90","163,650,805.60","3,225,856.00",11/29/2021
31,7,J.F. Securities Company Pvt. Limited,"87,875,668.06","75,723,527.58","163,599,195.64","1,692,499.80",11/29/2021
32,55,Bhrikuti Stock Broking Co. Pvt. Ltd.,"100,939,902.20","60,828,546.00","161,768,448.20","1,392,466.00",11/29/2021
33,47,Neev Securities Pvt.Ltd,"77,069,330.00","84,469,619.04","161,538,949.04","1,457,470.40",11/29/2021
34,13,Thrive Brokerage House Pvt. Limited,"96,141,838.90","57,641,508.70","153,783,347.60","868,030.00",11/29/2021
35,3,Arun Securities Pvt. Limited,"70,916,232.50","74,975,675.50","145,891,908.00","2,047,978.00",11/29/2021
36,56,Sri Hari Securities Pvt.Ltd,"75,680,634.00","58,589,629.80","134,270,263.80","2,751,808.00",11/29/2021
37,51,Oxford Securities Pvt.Ltd,"71,182,265.10","59,230,069.10","130,412,334.20","2,330,298.00",11/29/2021
38,22,Siprabi Securities Pvt. Limited,"90,478,832.40","38,221,958.90","128,700,791.30","1,084,674.20",11/29/2021
39,29,Trishul Securities And Investment Limited,"67,299,106.40","61,386,480.30","128,685,586.70","3,546,840.20",11/29/2021
40,5,Market Securities Exchange Company Pvt. Limited,"42,846,058.50","76,367,493.70","119,213,552.20","627,560.20",11/29/2021
41,40,Creative Securities Pvt.Limited,"57,906,684.10","60,197,774.40","118,104,458.50","804,244.00",11/29/2021
42,19,Nepal Investment & Securities Trading Pvt. Limited,"73,095,672.60","42,349,579.50","115,445,252.10","2,078,800.20",11/29/2021
43,37,Swarnalaxmi Securities Pvt.Limited,"73,716,378.94","35,428,968.05","109,145,346.99","783,820.00",11/29/2021
44,8,Ashutosh Brokerage & Securities Pvt. Limited,"57,553,804.35","47,751,366.00","105,305,170.35","346,200.00",11/29/2021
45,53,Investment Management Nepal Pvt. Ltd.,"70,347,219.65","31,810,926.80","102,158,146.45","2,165,835.00",11/29/2021
46,46,Kalika Securities Pvt.Limited,"49,947,288.90","48,859,350.20","98,806,639.10","299,240.00",11/29/2021
47,10,Pragyan Securities Pvt. Limited,"60,451,583.95","27,329,485.20","87,781,069.15","370,070.00",11/29/2021
48,11,Malla & Malla Stock Broking Company Pvt. Limited,"47,346,341.10","34,467,925.70","81,814,266.80","711,832.00",11/29/2021
49,54,Sewa Securities Pvt. Ltd.,"43,526,104.70","31,608,604.50","75,134,709.20","300,800.00",11/29/2021
50,18,Sagarmatha Securities Pvt. Limited,"22,629,263.70","9,553,938.36","32,183,202.06",0,11/29/2021
51,D01,Nagarik Stock Dealer Company Ltd.,"21,236,703.30",0,"21,236,703.30",0,11/29/2021
1,58,Naasa Securities Co. Ltd.,"201,245,883.46","385,900,524.41","587,146,407.87","64,010,755.20",11/30/2021
2,45,Imperial Securities Co .Pvt.Limited,"198,431,103.59","228,845,496.02","427,276,599.61","15,832,659.60",11/30/2021
3,34,Vision Securities Pvt.Limited,"196,487,967.95","191,792,134.90","388,280,102.85","17,080,680.20",11/30/2021
4,48,Trishakti Securities Public Limited,"122,634,521.90","242,151,111.60","364,785,633.50","31,721,366.00",11/30/2021
5,20,Sipla Securities Pvt. Limited,"96,165,126.70","258,744,185.80","354,909,312.50","81,624,328.00",11/30/2021
6,38,Dipshika Dhitopatra Karobar Co. Pvt.Limited,"142,340,143.40","171,683,015.50","314,023,158.90","15,329,763.40",11/30/2021
7,49,Online Securities Limited,"157,889,733.20","139,132,914.40","297,022,647.60","12,232,591.60",11/30/2021
8,57,Arya Tara Investment And Securities Pvt. Ltd.,"152,205,062.20","126,491,459.90","278,696,522.10","9,882,216.80",11/30/2021
9,42,Sani Securities Company Limited,"119,113,032.55","119,842,365.40","238,955,397.95","7,347,473.60",11/30/2021
10,28,Shree Krishna Securities Limited,"108,255,277.20","107,899,213.32","216,154,490.52","2,516,431.80",11/30/2021
11,41,Linch Stock Market Limited,"106,626,197.90","76,376,998.40","183,003,196.30","7,483,168.60",11/30/2021
12,33,Dakshinkali Investment Securities Pvt.Limited,"56,333,554.70","125,625,495.30","181,959,050.00","5,263,233.00",11/30/2021
13,14,Nepal Stock House Pvt. Limited,"82,348,473.30","98,292,797.00","180,641,270.30","6,652,539.00",11/30/2021
14,17,ABC Securities Pvt. Limited,"124,728,151.60","52,083,174.58","176,811,326.18","5,464,585.20",11/30/2021
15,32,Premier Securites Company Limited,"123,507,818.20","49,656,849.90","173,164,668.10","3,551,820.00",11/30/2021
16,25,Sweta Securities Pvt. Limited,"65,625,635.30","106,383,835.80","172,009,471.10","2,159,546.00",11/30/2021
17,44,Dynamic Money Managers Securities Pvt.Ltd,"85,302,768.04","84,515,822.40","169,818,590.44","26,308,812.00",11/30/2021
18,3,Arun Securities Pvt. Limited,"45,377,484.90","113,099,635.70","158,477,120.60","2,271,560.00",11/30/2021
19,35,Kohinoor Investment and Securities Pvt.Ltd,"101,703,508.30","50,671,667.00","152,375,175.30","1,832,350.00",11/30/2021
20,21,Midas Stock Broking Company Pvt. Limited,"90,889,232.40","60,600,060.50","151,489,292.90","2,664,966.40",11/30/2021
21,26,Asian Securities Pvt. Limited,"66,041,554.20","81,766,962.82","147,808,517.02","2,680,814.00",11/30/2021
22,59,Deevyaa Securities & Stock House Pvt. Ltd,"77,496,380.00","59,305,461.30","136,801,841.30","694,685.00",11/30/2021
23,6,Agrawal Securities Pvt. Limited,"70,800,178.70","60,827,301.40","131,627,480.10","1,495,656.00",11/30/2021
24,50,Crystal Kanchenjunga Securities Pvt.Ltd,"80,128,458.50","50,756,265.50","130,884,724.00","1,606,305.60",11/30/2021
25,16,Primo Securities Pvt. Limited,"85,409,117.90","44,144,587.90","129,553,705.80","3,031,004.80",11/30/2021
26,51,Oxford Securities Pvt.Ltd,"77,439,628.90","48,470,211.50","125,909,840.40","1,744,563.00",11/30/2021
27,55,Bhrikuti Stock Broking Co. Pvt. Ltd.,"79,151,202.80","35,509,752.50","114,660,955.30","3,035,377.20",11/30/2021
28,52,Sundhara Securities Limited,"57,150,723.30","56,803,130.30","113,953,853.60","927,002.40",11/30/2021
29,36,Secured Securities Limited,"69,671,766.40","42,111,969.64","111,783,736.04","1,814,528.00",11/30/2021
30,22,Siprabi Securities Pvt. Limited,"67,635,652.60","39,888,258.50","107,523,911.10","901,741.60",11/30/2021
31,1,Kumari Securities Pvt. Limited,"71,694,143.20","33,750,303.20","105,444,446.40","925,945.60",11/30/2021
32,43,South Asian Bulls Pvt.Limited,"47,473,982.30","57,493,295.30","104,967,277.60","2,104,716.00",11/30/2021
33,39,Sumeru Securities Pvt.Limited,"56,221,992.20","47,264,325.50","103,486,317.70","1,459,849.00",11/30/2021
34,56,Sri Hari Securities Pvt.Ltd,"55,386,292.54","45,078,127.00","100,464,419.54","825,962.00",11/30/2021
35,13,Thrive Brokerage House Pvt. Limited,"59,113,436.30","40,278,219.00","99,391,655.30","1,791,463.00",11/30/2021
36,29,Trishul Securities And Investment Limited,"53,828,458.00","44,698,685.00","98,527,143.00","1,315,642.00",11/30/2021
37,4,Stock Broker Opal Securities Investment Pvt. Limited,"52,972,114.20","44,893,770.56","97,865,884.76","643,499.40",11/30/2021
38,19,Nepal Investment & Securities Trading Pvt. Limited,"54,452,462.80","42,634,801.30","97,087,264.10","529,152.00",11/30/2021
39,7,J.F. Securities Company Pvt. Limited,"53,698,032.10","40,559,687.60","94,257,719.70","774,792.00",11/30/2021
40,53,Investment Management Nepal Pvt. Ltd.,"53,200,033.30","39,931,487.70","93,131,521.00","1,113,144.00",11/30/2021
41,47,Neev Securities Pvt.Ltd,"47,297,683.30","40,060,383.50","87,358,066.80","721,980.00",11/30/2021
42,37,Swarnalaxmi Securities Pvt.Limited,"33,466,792.58","48,304,960.34","81,771,752.92","682,900.00",11/30/2021
43,54,Sewa Securities Pvt. Ltd.,"34,595,854.60","40,034,625.10","74,630,479.70","719,014.00",11/30/2021
44,8,Ashutosh Brokerage & Securities Pvt. Limited,"47,456,888.90","27,117,803.10","74,574,692.00","601,760.00",11/30/2021
45,40,Creative Securities Pvt.Limited,"35,224,404.40","20,605,243.70","55,829,648.10","304,200.00",11/30/2021
46,46,Kalika Securities Pvt.Limited,"28,874,438.30","24,464,227.60","53,338,665.90","155,810.00",11/30/2021
47,10,Pragyan Securities Pvt. Limited,"29,083,862.50","21,720,430.10","50,804,292.60",0,11/30/2021
48,5,Market Securities Exchange Company Pvt. Limited,"29,714,271.60","20,144,747.80","49,859,019.40","241,600.00",11/30/2021
49,11,Malla & Malla Stock Broking Company Pvt. Limited,"29,766,729.88","16,907,713.10","46,674,442.98","130,010.00",11/30/2021
50,18,Sagarmatha Securities Pvt. Limited,"16,722,569.60","3,621,637.50","20,344,207.10","70,000.00",11/30/2021
51,D01,Nagarik Stock Dealer Company Ltd.,"10,557,350.50",0,"10,557,350.50",0,11/30/2021
1,49,Online Securities Limited,"115,390,438.50","221,525,686.50","336,916,125.00","27,836,748.80",12/1/2021
2,58,Naasa Securities Co. Ltd.,"146,702,583.10","162,928,028.00","309,630,611.10","16,390,009.60",12/1/2021
3,34,Vision Securities Pvt.Limited,"132,081,569.54","147,080,804.60","279,162,374.14","26,826,796.00",12/1/2021
4,48,Trishakti Securities Public Limited,"137,348,375.50","140,031,186.90","277,379,562.40","14,486,807.20",12/1/2021
5,45,Imperial Securities Co .Pvt.Limited,"123,676,381.70","138,825,087.80","262,501,469.50","11,879,480.00",12/1/2021
6,16,Primo Securities Pvt. Limited,"73,116,876.02","157,609,548.10","230,726,424.12","3,500,661.00",12/1/2021
7,57,Arya Tara Investment And Securities Pvt. Ltd.,"107,385,741.60","113,749,486.70","221,135,228.30","8,171,352.40",12/1/2021
8,33,Dakshinkali Investment Securities Pvt.Limited,"79,670,370.90","101,123,569.10","180,793,940.00","3,513,900.00",12/1/2021
9,14,Nepal Stock House Pvt. Limited,"76,043,786.90","104,432,262.10","180,476,049.00","4,649,297.20",12/1/2021
10,38,Dipshika Dhitopatra Karobar Co. Pvt.Limited,"97,526,881.50","82,433,788.90","179,960,670.40","7,870,494.40",12/1/2021
11,28,Shree Krishna Securities Limited,"77,892,072.00","94,946,125.44","172,838,197.44","4,931,858.00",12/1/2021
12,32,Premier Securites Company Limited,"71,331,644.10","81,460,587.10","152,792,231.20","1,738,270.00",12/1/2021
13,42,Sani Securities Company Limited,"100,972,650.86","50,490,638.10","151,463,288.96","3,017,148.80",12/1/2021
14,44,Dynamic Money Managers Securities Pvt.Ltd,"57,007,633.30","84,600,771.54","141,608,404.84","3,470,553.00",12/1/2021
15,17,ABC Securities Pvt. Limited,"70,744,731.80","57,995,978.10","128,740,709.90","1,999,698.00",12/1/2021
16,25,Sweta Securities Pvt. Limited,"77,322,058.80","49,439,246.20","126,761,305.00","4,349,043.40",12/1/2021
17,6,Agrawal Securities Pvt. Limited,"66,020,165.80","55,823,190.00","121,843,355.80","1,676,608.00",12/1/2021
18,26,Asian Securities Pvt. Limited,"56,559,317.10","64,943,323.90","121,502,641.00","2,790,902.00",12/1/2021
19,1,Kumari Securities Pvt. Limited,"55,478,753.00","65,141,929.30","120,620,682.30","1,257,943.60",12/1/2021
20,35,Kohinoor Investment and Securities Pvt.Ltd,"59,895,874.90","60,165,657.46","120,061,532.36","1,623,774.00",12/1/2021
21,55,Bhrikuti Stock Broking Co. Pvt. Ltd.,"80,396,225.00","38,496,023.10","118,892,248.10","1,824,798.00",12/1/2021
22,59,Deevyaa Securities & Stock House Pvt. Ltd,"52,559,672.30","64,446,488.89","117,006,161.19","3,017,518.60",12/1/2021
23,41,Linch Stock Market Limited,"55,012,005.30","58,998,890.30","114,010,895.60","1,615,757.60",12/1/2021
24,21,Midas Stock Broking Company Pvt. Limited,"53,498,283.85","48,381,972.60","101,880,256.45","934,720.00",12/1/2021
25,43,South Asian Bulls Pvt.Limited,"57,717,987.50","41,887,999.20","99,605,986.70","4,303,974.40",12/1/2021
26,36,Secured Securities Limited,"47,949,399.20","46,204,700.00","94,154,099.20","2,211,929.00",12/1/2021
27,47,Neev Securities Pvt.Ltd,"46,238,080.59","47,762,043.90","94,000,124.49","4,180,288.00",12/1/2021
28,52,Sundhara Securities Limited,"50,685,956.80","42,039,154.40","92,725,111.20","917,084.00",12/1/2021
29,56,Sri Hari Securities Pvt.Ltd,"64,188,117.30","28,496,943.60","92,685,060.90","446,837.00",12/1/2021
30,4,Stock Broker Opal Securities Investment Pvt. Limited,"43,423,454.00","48,889,233.90","92,312,687.90","1,332,620.00",12/1/2021
31,7,J.F. Securities Company Pvt. Limited,"50,627,704.60","38,872,683.10","89,500,387.70","522,235.00",12/1/2021
32,19,Nepal Investment & Securities Trading Pvt. Limited,"38,700,388.80","48,115,322.90","86,815,711.70","1,988,352.00",12/1/2021
33,22,Siprabi Securities Pvt. Limited,"52,971,366.20","29,328,715.30","82,300,081.50","516,475.20",12/1/2021
34,50,Crystal Kanchenjunga Securities Pvt.Ltd,"54,145,731.90","27,394,793.71","81,540,525.61","1,272,773.00",12/1/2021
35,51,Oxford Securities Pvt.Ltd,"49,089,196.20","32,165,619.20","81,254,815.40","1,224,817.00",12/1/2021
36,10,Pragyan Securities Pvt. Limited,"53,798,299.25","25,440,135.00","79,238,434.25","2,273,600.00",12/1/2021
37,13,Thrive Brokerage House Pvt. Limited,"46,046,608.40","32,851,509.80","78,898,118.20","558,708.00",12/1/2021
38,53,Investment Management Nepal Pvt. Ltd.,"51,404,931.98","26,400,490.80","77,805,422.78","620,612.00",12/1/2021
39,20,Sipla Securities Pvt. Limited,"53,416,526.10","23,196,130.50","76,612,656.60","142,800.00",12/1/2021
40,29,Trishul Securities And Investment Limited,"37,203,018.50","37,697,561.20","74,900,579.70","876,877.00",12/1/2021
41,3,Arun Securities Pvt. Limited,"28,835,707.80","37,870,387.00","66,706,094.80","725,898.00",12/1/2021
42,39,Sumeru Securities Pvt.Limited,"38,980,025.10","27,176,764.30","66,156,789.40","441,199.80",12/1/2021
43,46,Kalika Securities Pvt.Limited,"27,550,054.40","36,305,692.20","63,855,746.60","287,450.00",12/1/2021
44,8,Ashutosh Brokerage & Securities Pvt. Limited,"28,209,227.90","33,252,231.15","61,461,459.05",0,12/1/2021
45,54,Sewa Securities Pvt. Ltd.,"28,585,484.70","26,040,415.70","54,625,900.40","59,495.00",12/1/2021
46,5,Market Securities Exchange Company Pvt. Limited,"23,063,109.80","28,265,186.20","51,328,296.00","454,758.00",12/1/2021
47,37,Swarnalaxmi Securities Pvt.Limited,"17,666,766.10","31,421,621.10","49,088,387.20","243,000.00",12/1/2021
48,11,Malla & Malla Stock Broking Company Pvt. Limited,"27,270,054.20","17,155,586.70","44,425,640.90","880,040.00",12/1/2021
49,40,Creative Securities Pvt.Limited,"28,131,492.10","15,377,180.70","43,508,672.80","253,329.00",12/1/2021
50,18,Sagarmatha Securities Pvt. Limited,"10,770,699.00","14,363,618.40","25,134,317.40","60,824.00",12/1/2021
51,D01,Nagarik Stock Dealer Company Ltd.,"8,738,508.90",0,"8,738,508.90",0,12/1/2021
1,58,Naasa Securities Co. Ltd.,"240,191,568.05","177,812,759.30","418,004,327.35","34,339,765.00",12/2/2021
2,45,Imperial Securities Co .Pvt.Limited,"131,066,836.03","148,811,182.30","279,878,018.33","19,393,977.40",12/2/2021
3,42,Sani Securities Company Limited,"116,591,306.90","123,488,640.00","240,079,946.90","4,309,686.00",12/2/2021
4,49,Online Securities Limited,"114,274,748.48","123,729,746.10","238,004,494.58","9,842,259.80",12/2/2021
5,28,Shree Krishna Securities Limited,"73,260,768.70","147,699,201.00","220,959,969.70","7,318,236.20",12/2/2021
6,34,Vision Securities Pvt.Limited,"106,453,477.90","75,442,223.10","181,895,701.00","3,182,300.40",12/2/2021
7,57,Arya Tara Investment And Securities Pvt. Ltd.,"98,196,879.50","82,762,295.50","180,959,175.00","4,416,352.00",12/2/2021
8,38,Dipshika Dhitopatra Karobar Co. Pvt.Limited,"80,339,658.40","91,151,244.00","171,490,902.40","4,837,830.60",12/2/2021
9,35,Kohinoor Investment and Securities Pvt.Ltd,"57,034,269.82","82,062,155.47","139,096,425.29","2,155,959.80",12/2/2021
10,14,Nepal Stock House Pvt. Limited,"64,031,726.60","74,189,470.80","138,221,197.40","1,979,766.00",12/2/2021
11,44,Dynamic Money Managers Securities Pvt.Ltd,"48,855,094.70","85,923,611.70","134,778,706.40","5,146,382.00",12/2/2021
12,6,Agrawal Securities Pvt. Limited,"79,072,821.60","54,047,245.60","133,120,067.20","4,907,346.00",12/2/2021
